origin,h,S,log_w
2018-09,5,0.0011184782600514422,-3637.7604982131543
2018-09,6,0.0009842861790886823,-4560.996995520953
2018-09,7,0.0009844000421497133,-5289.610539362135
2018-09,8,0.0012332269776855445,-5681.275493110414
2018-09,9,0.0012384960531416317,-5993.7656447147165
2018-09,10,0.001281449413904445,-6185.964241684404
2018-09,11,0.0014547967580285908,-6344.447432486131
2018-09,12,0.0016440830047465878,-6513.701460662834
2018-10,1,0.00043726617357585503,-0.8841994083395532
2018-10,2,0.0006976981608228581,-2.6525982250186617
2018-10,3,0.0008361676131513874,-6.630049833695252
2018-10,4,0.0010242072705854842,-2088.075825965002
2018-10,5,0.0008957390595293138,-3664.110553678522
2018-10,6,0.0009039225087943761,-4587.084205725846
2018-10,7,0.0011517405527049587,-5338.577796239626
2018-10,8,0.001163773430433052,-5747.334677857332
2018-10,9,0.001212335627673223,-6059.734019948273
2018-10,10,0.0013819366089227406,-6240.272726021091
2018-10,11,0.0015742067370066904,-6409.526754197794
2018-10,12,0.0016150588012753741,-6590.087018497531
2018-11,1,0.00035624634569847696,-0.7885357814237322
2018-11,2,0.0006686137743044844,-3.883171236861978
2018-11,3,0.0008798544675248086,-5.561804341856015
2018-11,4,0.0007545695767308554,-2165.345583208037
2018-11,5,0.0007680793785112172,-3741.117465661083
2018-11,6,0.0010146204071605387,-4689.819819025909
2018-11,7,0.0010310705491801439,-5464.814810360152
2018-11,8,0.0010852182553906862,-5873.480882464496
2018-11,9,0.0012524621573353238,-6171.015597183049
2018-11,10,0.0014480165670087675,-6363.037304292069
2018-11,11,0.0014934648046920893,-6543.5975685918065
2018-11,12,0.0018209484879757052,-6713.119296142539
2018-12,1,0.00036377232159548467,-1.7586905895697975
2018-12,2,0.0007791992196891167,-5.759244016843164
2018-12,3,0.0006950785637161775,-11.710859089194084
2018-12,4,0.0007096660353640484,-2171.231792694901
2018-12,5,0.0009634696190532555,-3780.5661767389365
2018-12,6,0.0009851959945124137,-4755.61858556913
2018-12,7,0.0010414393695584298,-5530.522767390012
2018-12,8,0.0012044378072679747,-5922.187721138291
2018-12,9,0.0014022181830073551,-6234.410173368564
2018-12,10,0.0014525506126474167,-6438.4502802618445
2018-12,11,0.0017806677859649425,-6607.9720078125765
2018-12,12,0.002067910201095271,-6777.493735363309
2019-01,1,0.0004763185978205746,-2.3085267307918436
2019-01,2,0.0005988028825041239,-4.172589174386773
2019-01,3,0.0006448899542426511,-9.861358986263117
2019-01,4,0.0008972179250814798,-2208.6421034727705
2019-01,5,0.0009304133556332244,-3852.1603432556612
2019-01,6,0.0009884710193670044,-4827.121942572494
2019-01,7,0.0011493930187284045,-5578.615533086274
2019-01,8,0.0013540570707206963,-5987.1047153299505
2019-01,9,0.0014113537175057126,-6314.550303820002
2019-01,10,0.0017385183874050495,-6506.839710303051
2019-01,11,0.002027070697373758,-6676.361437853783
2019-02,1,0.00018963486564798878,-0.8841994083395532
2019-02,2,0.0004582997963435008,-2.485416591459906
2019-02,3,0.0007460408789822554,-10.401486900375847
2019-02,4,0.0007802151557013831,-2249.0633964155463
2019-02,5,0.000848403007770207,-3892.4908266850753
2019-02,6,0.001007072678760216,-4841.1931800499015
2019-02,7,0.001208052698847501,-5615.920472010115
2019-02,8,0.001263602008210264,-6041.769281497249
2019-02,9,0.001587770943863055,-6354.259433101552
2019-02,10,0.0018731895103258132,-6546.5488395846005
2019-03,1,0.0003229407095098457,-0.6213541478649767
2019-03,2,0.0007761754497884661,-1.2451353525072808
2019-03,3,0.000831142001984175,-12.009860306327807
2019-03,4,0.0008998870436491228,-2250.580960308137
2019-03,5,0.0010628844510973644,-3859.9153443521727
2019-03,6,0.0012595007154797538,-4834.7000538083375
2019-03,7,0.0013173087716604188,-5633.196445963043
2019-03,8,0.0016347759466396748,-6041.953327580749
2019-03,9,0.0019137710225586558,-6354.443479185052
2019-04,1,0.0005691857609675909,0.0
2019-04,2,0.000798495697628587,-0.2676993740292306
2019-04,3,0.0008793804240915925,-10.941614814488588
2019-04,4,0.0010388739096273054,-2209.7223593009962
2019-04,5,0.0012375004535514857,-3852.9728997098573
2019-04,6,0.0012943161417760963,-4854.375364005418
2019-04,7,0.001606959162770006,-5629.370355339661
2019-04,8,0.0018830081100803028,-6038.127236957367
2019-05,1,0.00036434981913852343,0.0
2019-05,2,0.000633831063486719,-0.17688986066806178
2019-05,3,0.0008182361533531492,-8.092960169584002
2019-05,4,0.001014935700709351,-2246.487170310725
2019-05,5,0.001080955778237904,-3924.1892658324705
2019-05,6,0.0013854365156198288,-4899.241674662664
2019-05,7,0.0016559390105164904,-5674.236665996907
2019-06,1,0.0003852546940643956,0.09080951336116883
2019-06,2,0.0007415575953788897,-0.5329716912811353
2019-06,3,0.0009587745529491326,-11.029997271072432
2019-06,4,0.0010246386653838093,-2289.573071814907
2019-06,5,0.0013262041775799842,-3933.0913115977974
2019-06,6,0.0015923396937095953,-4908.143720427991
2019-07,1,0.00048223392051197425,0.0
2019-07,2,0.0009024222678889584,0.0
2019-07,3,0.0009940871506451733,-13.6133795987251
2019-07,4,0.0012980087270876009,-2252.2752891138957
2019-07,5,0.0015617818401047392,-3895.7935288967865
2019-08,1,0.0005254868155258963,0.2676993740292306
2019-08,2,0.0007995881555610106,0.35608183061307186
2019-08,3,0.0011265851921528156,-10.408643123207455
2019-08,4,0.0013903551487420979,-2249.070552638378
2019-09,1,0.00038808880998854583,0.0
2019-09,2,0.0008942635425266054,-0.2676993740292306
2019-09,3,0.001191590831629849,-11.032424327849757
2019-10,1,0.0006113168407510311,0.0
2019-10,2,0.0010638930155438208,-0.2676993740292306
2019-11,1,0.0005737395362831769,0.0
